Age,Gender,Education Level,Job Title,Years of Experience,Salary (USD),Race
24.0,Female,Bachelors,Software/Developer,2.0,55000.0,Chinese
36.0,Male,PhD,Data Analyst/Scientist,12.0,170000.0,Black
30.0,Female,Bachelors,Software/Developer,5.0,90000.0,White
29.0,Male,Bachelors,Software/Developer,4.0,80000.0,Chinese
42.0,Male,Masters,Manager/Director/VP,14.0,180000.0,White
26.0,Male,Bachelors,Software/Developer,2.0,60000.0,African American
35.0,Female,Masters,Data Analyst/Scientist,9.0,120000.0,Asian
27.0,Female,Bachelors,Software/Developer,3.0,70000.0,Asian
48.0,Male,PhD,Data Analyst/Scientist,18.0,210000.0,White
34.0,Male,Masters,Data Analyst/Scientist,9.0,140000.0,Welsh
23.0,Female,Bachelors,Software/Developer,1.0,50000.0,Chinese
32.0,Male,Masters,Manager/Director/VP,7.0,110000.0,Black
25.0,Female,Masters,Software/Developer,2.0,60000.0,White
37.0,Male,Bachelors,Data Analyst/Scientist,11.0,160000.0,Black
28.0,Male,Bachelors,Software/Developer,4.0,75000.0,Korean
41.0,Female,PhD,Data Analyst/Scientist,16.0,200000.0,White
34.0,Male,Masters,Data Analyst/Scientist,8.0,100000.0,Black
24.0,Female,Bachelors,Software/Developer,2.0,55000.0,Asian
36.0,Male,PhD,Data Analyst/Scientist,12.0,170000.0,White
30.0,Female,Bachelors,Software/Developer,5.0,90000.0,White
29.0,Male,Bachelors,Software/Developer,4.0,80000.0,Asian
42.0,Male,Masters,Manager/Director/VP,14.0,180000.0,Asian
26.0,Male,Bachelors,Software/Developer,2.0,60000.0,White
35.0,Female,Masters,Data Analyst/Scientist,9.0,120000.0,White
27.0,Female,Bachelors,Software/Developer,3.0,70000.0,White
48.0,Male,PhD,Data Analyst/Scientist,18.0,210000.0,White
34.0,Male,Masters,Data Analyst/Scientist,9.0,140000.0,White
23.0,Female,Bachelors,Software/Developer,1.0,50000.0,Hispanic
32.0,Male,Masters,Manager/Director/VP,7.0,110000.0,African American
25.0,Female,Masters,Software/Developer,2.0,60000.0,Welsh
37.0,Male,Bachelors,Data Analyst/Scientist,11.0,160000.0,Korean
28.0,Male,Bachelors,Software/Developer,4.0,75000.0,Australian
41.0,Female,PhD,Data Analyst/Scientist,16.0,200000.0,Asian
34.0,Male,Masters,Data Analyst/Scientist,8.0,100000.0,White
24.0,Female,Bachelors,Software/Developer,2.0,55000.0,Asian
36.0,Male,PhD,Data Analyst/Scientist,12.0,170000.0,Black
30.0,Female,Bachelors,Software/Developer,5.0,90000.0,White
29.0,Male,Bachelors,Software/Developer,4.0,80000.0,African American
42.0,Male,Masters,Manager/Director/VP,14.0,180000.0,White
26.0,Male,Bachelors,Software/Developer,2.0,60000.0,Australian
35.0,Female,Masters,Data Analyst/Scientist,9.0,120000.0,White
27.0,Female,Bachelors,Software/Developer,3.0,70000.0,Welsh
48.0,Male,PhD,Data Analyst/Scientist,18.0,210000.0,White
34.0,Male,Masters,Data Analyst/Scientist,9.0,140000.0,Welsh
30.0,Female,Bachelors,Software/Developer,4.0,80000.0,Asian
29.0,Male,Bachelors,Software/Developer,3.0,70000.0,Welsh
42.0,Male,Masters,Manager/Director/VP,14.0,180000.0,Hispanic
26.0,Male,Bachelors,Software/Developer,2.0,60000.0,African American
35.0,Female,Masters,Data Analyst/Scientist,9.0,120000.0,White
27.0,Female,Bachelors,Software/Developer,3.0,70000.0,Asian
48.0,Male,PhD,Data Analyst/Scientist,18.0,210000.0,Welsh
34.0,Male,Masters,Data Analyst/Scientist,9.0,140000.0,Chinese
23.0,Female,Bachelors,Software/Developer,1.0,50000.0,Asian
32.0,Male,Masters,Manager/Director/VP,7.0,110000.0,African American
25.0,Female,Masters,Software/Developer,2.0,60000.0,Asian
37.0,Male,Bachelors,Data Analyst/Scientist,11.0,160000.0,Mixed
28.0,Male,Bachelors,Software/Developer,4.0,75000.0,Asian
41.0,Female,PhD,Data Analyst/Scientist,16.0,200000.0,Asian
34.0,Male,Masters,Data Analyst/Scientist,8.0,100000.0,Asian
24.0,Female,Bachelors,Software/Developer,2.0,55000.0,White
36.0,Male,PhD,Data Analyst/Scientist,12.0,170000.0,White
30.0,Female,Bachelors,Software/Developer,5.0,90000.0,White
29.0,Male,Bachelors,Software/Developer,4.0,80000.0,Black
42.0,Male,Masters,Manager/Director/VP,14.0,180000.0,Australian
26.0,Male,Bachelors,Software/Developer,2.0,60000.0,White
35.0,Female,Masters,Data Analyst/Scientist,9.0,120000.0,White
27.0,Female,Bachelors,Software/Developer,3.0,70000.0,African American
48.0,Male,PhD,Data Analyst/Scientist,18.0,210000.0,Australian
34.0,Male,Masters,Data Analyst/Scientist,9.0,140000.0,White
23.0,Female,Bachelors,Software/Developer,1.0,50000.0,Australian
32.0,Male,Masters,Manager/Director/VP,7.0,110000.0,Korean
25.0,Female,Masters,Software/Developer,2.0,60000.0,White
37.0,Male,Bachelors,Data Analyst/Scientist,11.0,160000.0,White
28.0,Male,Bachelors,Software/Developer,4.0,75000.0,African American
41.0,Female,PhD,Data Analyst/Scientist,16.0,200000.0,Korean
34.0,Male,Masters,Data Analyst/Scientist,8.0,100000.0,Asian
24.0,Female,Bachelors,Software/Developer,2.0,55000.0,White
36.0,Male,PhD,Data Analyst/Scientist,12.0,170000.0,White
30.0,Female,Bachelors,Software/Developer,5.0,90000.0,White
29.0,Male,Bachelors,Software/Developer,4.0,80000.0,White
42.0,Male,Masters,Manager/Director/VP,14.0,180000.0,White
26.0,Male,Bachelors,Software/Developer,2.0,60000.0,Australian
35.0,Female,Masters,Data Analyst/Scientist,9.0,120000.0,Korean
27.0,Female,Bachelors,Software/Developer,3.0,70000.0,Asian
48.0,Male,PhD,Data Analyst/Scientist,18.0,210000.0,White
34.0,Male,Masters,Data Analyst/Scientist,9.0,140000.0,Chinese
23.0,Female,Bachelors,Software/Developer,1.0,50000.0,White
32.0,Male,Masters,Manager/Director/VP,7.0,110000.0,Asian
25.0,Female,Masters,Software/Developer,2.0,60000.0,Chinese
37.0,Male,Bachelors,Data Analyst/Scientist,11.0,160000.0,White
28.0,Male,Bachelors,Software/Developer,4.0,75000.0,Asian
41.0,Female,PhD,Data Analyst/Scientist,16.0,200000.0,Mixed
34.0,Male,Masters,Data Analyst/Scientist,8.0,100000.0,Welsh
24.0,Female,Bachelors,Software/Developer,2.0,55000.0,White
36.0,Male,PhD,Data Analyst/Scientist,12.0,170000.0,Asian
30.0,Female,Bachelors,Software/Developer,5.0,90000.0,Asian
29.0,Male,Bachelors,Software/Developer,4.0,80000.0,Asian
42.0,Male,Masters,Manager/Director/VP,14.0,180000.0,White
26.0,Male,Bachelors,Software/Developer,2.0,60000.0,Welsh
35.0,Female,Masters,Data Analyst/Scientist,9.0,120000.0,White
27.0,Female,Bachelors,Software/Developer,3.0,70000.0,Asian
48.0,Male,PhD,Data Analyst/Scientist,18.0,210000.0,Chinese
34.0,Male,Masters,Data Analyst/Scientist,9.0,140000.0,Hispanic
23.0,Female,Bachelors,Software/Developer,1.0,50000.0,Black
32.0,Male,Masters,Manager/Director/VP,7.0,110000.0,Black
25.0,Female,Masters,Software/Developer,2.0,60000.0,Black
37.0,Male,Bachelors,Data Analyst/Scientist,11.0,160000.0,Black
28.0,Male,Bachelors,Software/Developer,4.0,75000.0,Australian
41.0,Female,PhD,Data Analyst/Scientist,16.0,200000.0,White
34.0,Male,Masters,Data Analyst/Scientist,8.0,100000.0,Australian
24.0,Female,Bachelors,Software/Developer,2.0,55000.0,Welsh
36.0,Male,PhD,Data Analyst/Scientist,12.0,170000.0,Asian
30.0,Female,Bachelors,Software/Developer,5.0,90000.0,White
29.0,Male,Bachelors,Software/Developer,4.0,80000.0,Asian
42.0,Male,Masters,Manager/Director/VP,14.0,180000.0,Welsh
26.0,Male,Bachelors,Software/Developer,2.0,60000.0,White
35.0,Female,Masters,Data Analyst/Scientist,9.0,120000.0,Asian
27.0,Female,Bachelors,Software/Developer,3.0,70000.0,Asian
48.0,Male,PhD,Data Analyst/Scientist,18.0,210000.0,White
34.0,Male,Masters,Data Analyst/Scientist,9.0,140000.0,Black
23.0,Female,Bachelors,Software/Developer,1.0,50000.0,Asian
32.0,Male,Masters,Manager/Director/VP,7.0,110000.0,White
25.0,Female,Masters,Software/Developer,2.0,60000.0,Korean
37.0,Male,Bachelors,Data Analyst/Scientist,11.0,160000.0,African American
28.0,Male,Bachelors,Software/Developer,4.0,75000.0,Hispanic
41.0,Female,PhD,Data Analyst/Scientist,16.0,200000.0,Korean
34.0,Male,Masters,Data Analyst/Scientist,8.0,100000.0,African American
24.0,Female,Bachelors,Software/Developer,2.0,55000.0,Australian
36.0,Male,PhD,Data Analyst/Scientist,12.0,170000.0,White
30.0,Female,Bachelors,Software/Developer,5.0,90000.0,Hispanic
29.0,Male,Bachelors,Software/Developer,4.0,80000.0,Asian
42.0,Male,Masters,Manager/Director/VP,14.0,180000.0,White
26.0,Male,Bachelors,Software/Developer,2.0,60000.0,Asian
35.0,Female,Masters,Data Analyst/Scientist,9.0,120000.0,White
27.0,Female,Bachelors,Software/Developer,3.0,70000.0,White
48.0,Male,PhD,Data Analyst/Scientist,18.0,210000.0,Black
34.0,Male,Masters,Data Analyst/Scientist,9.0,140000.0,Mixed
23.0,Female,Bachelors,Software/Developer,1.0,50000.0,White
32.0,Male,Masters,Manager/Director/VP,7.0,110000.0,Australian
25.0,Female,Masters,Software/Developer,2.0,60000.0,White
37.0,Male,Bachelors,Data Analyst/Scientist,11.0,160000.0,Australian
28.0,Male,Bachelors,Software/Developer,4.0,75000.0,Hispanic
41.0,Female,PhD,Data Analyst/Scientist,16.0,200000.0,African American
34.0,Male,Masters,Data Analyst/Scientist,8.0,100000.0,Korean
24.0,Female,Bachelors,Software/Developer,2.0,55000.0,Asian
36.0,Male,PhD,Data Analyst/Scientist,12.0,170000.0,Asian
30.0,Female,Bachelors,Software/Developer,5.0,90000.0,White
29.0,Male,Bachelors,Software/Developer,4.0,80000.0,Chinese
42.0,Male,Masters,Manager/Director/VP,14.0,180000.0,White
26.0,Male,Bachelors,Software/Developer,2.0,60000.0,Mixed
35.0,Female,Masters,Data Analyst/Scientist,9.0,120000.0,White
27.0,Female,Bachelors,Software/Developer,3.0,70000.0,White
48.0,Male,PhD,Data Analyst/Scientist,18.0,210000.0,Asian
34.0,Male,Masters,Data Analyst/Scientist,9.0,140000.0,Asian
23.0,Female,Bachelors,Software/Developer,1.0,50000.0,White
32.0,Male,Masters,Manager/Director/VP,7.0,110000.0,Hispanic
25.0,Female,Masters,Software/Developer,2.0,60000.0,White
37.0,Male,Bachelors,Data Analyst/Scientist,11.0,160000.0,African American
28.0,Male,Bachelors,Software/Developer,4.0,75000.0,Chinese
41.0,Female,PhD,Data Analyst/Scientist,16.0,200000.0,White
34.0,Male,Masters,Data Analyst/Scientist,8.0,100000.0,Hispanic
24.0,Female,Bachelors,Software/Developer,2.0,55000.0,Black
36.0,Male,PhD,Data Analyst/Scientist,12.0,170000.0,Chinese
30.0,Female,Bachelors,Software/Developer,5.0,90000.0,African American
29.0,Male,Bachelors,Software/Developer,4.0,80000.0,White
42.0,Male,Masters,Manager/Director/VP,14.0,180000.0,White
26.0,Male,Bachelors,Software/Developer,2.0,60000.0,Chinese
35.0,Female,Masters,Data Analyst/Scientist,9.0,120000.0,White
28.0,Male,Masters,Software/Developer,5.0,80000.0,Asian
30.0,Female,Bachelors,HR/Human Resources,4.0,60000.0,White
25.0,Male,Bachelors,Software/Developer,2.0,50000.0,White
45.0,Female,Masters,Manager/Director/VP,18.0,160000.0,Asian
33.0,Male,PhD,Manager/Director/VP,9.0,120000.0,Asian
22.0,Female,High School,HR/Human Resources,0.0,40000.0,Hispanic
36.0,Male,Bachelors,Software/Developer,10.0,100000.0,Australian
29.0,Female,Masters,HR/Human Resources,4.0,75000.0,Black
42.0,Male,PhD,Manager/Director/VP,16.0,140000.0,Australian
27.0,Female,Bachelors,HR/Human Resources,2.0,50000.0,Australian
38.0,Male,Masters,Manager/Director/VP,11.0,110000.0,Asian
24.0,Female,Bachelors,Software/Developer,1.0,45000.0,Hispanic
31.0,Male,High School,Software/Developer,4.0,55000.0,Mixed
39.0,Female,PhD,Manager/Director/VP,13.0,130000.0,Asian
26.0,Male,Bachelors,HR/Human Resources,2.0,50000.0,White
32.0,Female,Masters,HR/Human Resources,7.0,80000.0,White
32.0,Male,Bachelors,Software/Developer,2.0,45000.0,White
24.0,Female,High School,HR/Human Resources,1.0,32000.0,Hispanic
45.0,Male,PhD,Manager/Director/VP,12.0,120000.0,Asian
29.0,Female,Masters,Software/Developer,4.0,65000.0,White
38.0,Male,Bachelors,HR/Human Resources,8.0,95000.0,White
27.0,Female,Masters,Manager/Director/VP,5.0,80000.0,White
31.0,Female,High School,HR/Human Resources,3.0,38000.0,White
42.0,Male,Masters,Software/Developer,10.0,110000.0,White
26.0,Female,Bachelors,Software/Developer,2.0,45000.0,White
36.0,Male,Masters,HR/Human Resources,7.0,89000.0,Black
28.0,Male,High School,HR/Human Resources,1.0,32000.0,Hispanic
33.0,Female,Bachelors,Software/Developer,5.0,70000.0,Welsh
46.0,Male,PhD,Manager/Director/VP,15.0,150000.0,Australian
25.0,Female,Bachelors,Software/Developer,1.0,40000.0,Australian
37.0,Female,Masters,Manager/Director/VP,9.0,105000.0,White
30.0,Male,Masters,Software/Developer,4.0,65000.0,White
43.0,Female,PhD,Manager/Director/VP,14.0,140000.0,Welsh
34.0,Male,Bachelors,Software/Developer,3.0,50000.0,Asian
26.0,Female,High School,HR/Human Resources,2.0,35000.0,White
41.0,Male,Masters,HR/Human Resources,11.0,115000.0,Chinese
29.0,Female,Masters,Software/Developer,5.0,70000.0,White
35.0,Male,Bachelors,Software/Developer,6.0,80000.0,White
27.0,Female,High School,HR/Human Resources,1.0,30000.0,Australian
40.0,Male,PhD,Manager/Director/VP,13.0,135000.0,Black
23.0,Female,Bachelors,Software/Developer,1.0,40000.0,White
39.0,Male,Masters,HR/Human Resources,10.0,105000.0,Asian
31.0,Male,High School,HR/Human Resources,2.0,35000.0,White
44.0,Female,PhD,Manager/Director/VP,12.0,120000.0,Chinese
28.0,Male,Masters,Software/Developer,3.0,55000.0,White
32.0,Female,Bachelors,Software/Developer,2.0,45000.0,Asian
45.0,Male,Masters,Manager/Director/VP,14.0,140000.0,Asian
26.0,Female,Bachelors,Software/Developer,3.0,55000.0,Asian
38.0,Male,PhD,Manager/Director/VP,11.0,115000.0,White
27.0,Female,Masters,HR/Human Resources,4.0,70000.0,White
33.0,Male,High School,HR/Human Resources,3.0,38000.0,Australian
42.0,Female,Masters,Manager/Director/VP,13.0,135000.0,Chinese
29.0,Male,Bachelors,Software/Developer,2.0,45000.0,White
36.0,Female,Masters,Software/Developer,7.0,85000.0,Black
30.0,Male,High School,HR/Human Resources,1.0,32000.0,Asian
43.0,Female,PhD,Manager/Director/VP,15.0,150000.0,Welsh
34.0,Male,Bachelors,Software/Developer,4.0,65000.0,White
25.0,Female,Masters,HR/Human Resources,1.0,32000.0,Asian
37.0,Male,PhD,Manager/Director/VP,12.0,120000.0,Asian
24.0,Female,Bachelors,Software/Developer,1.0,40000.0,Australian
39.0,Male,Masters,HR/Human Resources,9.0,95000.0,White
31.0,Male,High School,HR/Human Resources,2.0,35000.0,African American
44.0,Female,PhD,Manager/Director/VP,14.0,140000.0,White
28.0,Male,Bachelors,Software/Developer,3.0,55000.0,Korean
32.0,Female,Masters,Manager/Director/VP,6.0,80000.0,Korean
45.0,Male,PhD,Manager/Director/VP,13.0,135000.0,Asian
26.0,Female,Bachelors,Software/Developer,2.0,45000.0,Asian
38.0,Male,Masters,HR/Human Resources,8.0,95000.0,Hispanic
27.0,Female,High School,HR/Human Resources,1.0,32000.0,White
33.0,Male,Bachelors,Software/Developer,5.0,70000.0,Chinese
42.0,Female,Masters,Manager/Director/VP,12.0,120000.0,Asian
29.0,Male,Masters,Manager/Director/VP,4.0,70000.0,Asian
36.0,Female,Masters,Software/Developer,7.0,85000.0,African American
30.0,Male,High School,HR/Human Resources,2.0,33000.0,Asian
43.0,Female,PhD,Manager/Director/VP,15.0,150000.0,Asian
34.0,Male,Bachelors,Software/Developer,3.0,50000.0,Mixed
25.0,Female,Masters,HR/Human Resources,1.0,32000.0,Mixed
37.0,Male,PhD,Manager/Director/VP,11.0,115000.0,Asian
24.0,Female,Bachelors,Software/Developer,1.0,40000.0,Australian
39.0,Male,Masters,HR/Human Resources,10.0,105000.0,Welsh
31.0,Male,High School,HR/Human Resources,2.0,35000.0,Mixed
44.0,Female,PhD,Manager/Director/VP,13.0,135000.0,White
28.0,Male,Bachelors,Software/Developer,4.0,65000.0,White
32.0,Female,Masters,Manager/Director/VP,6.0,80000.0,White
45.0,Male,PhD,Manager/Director/VP,14.0,140000.0,African American
26.0,Female,Bachelors,Software/Developer,2.0,45000.0,Korean
38.0,Male,Masters,HR/Human Resources,8.0,95000.0,Welsh
27.0,Female,High School,HR/Human Resources,1.0,32000.0,Asian
33.0,Male,Bachelors,Software/Developer,5.0,70000.0,Mixed
42.0,Female,Masters,Manager/Director/VP,12.0,120000.0,White
29.0,Male,Masters,Manager/Director/VP,4.0,70000.0,White
36.0,Female,Masters,Software/Developer,7.0,85000.0,Asian
30.0,Male,High School,HR/Human Resources,2.0,33000.0,Australian
43.0,Female,PhD,Manager/Director/VP,15.0,150000.0,White
34.0,Male,Bachelors,Software/Developer,3.0,50000.0,Australian
25.0,Female,Masters,HR/Human Resources,1.0,32000.0,Chinese
37.0,Male,PhD,Manager/Director/VP,11.0,115000.0,Black
24.0,Female,Bachelors,Software/Developer,1.0,40000.0,Hispanic
39.0,Male,Masters,HR/Human Resources,10.0,105000.0,White
31.0,Male,High School,HR/Human Resources,2.0,35000.0,White
44.0,Female,PhD,Manager/Director/VP,13.0,135000.0,Welsh
28.0,Male,Bachelors,Software/Developer,4.0,65000.0,White
32.0,Female,Masters,Manager/Director/VP,6.0,80000.0,Australian
45.0,Male,PhD,Manager/Director/VP,14.0,140000.0,Asian
26.0,Female,Bachelors,Software/Developer,2.0,45000.0,Korean
38.0,Male,Masters,HR/Human Resources,8.0,95000.0,Asian
27.0,Female,High School,HR/Human Resources,1.0,32000.0,Australian
33.0,Male,Bachelors,Software/Developer,5.0,70000.0,Asian
42.0,Female,Masters,Manager/Director/VP,12.0,120000.0,Asian
29.0,Male,Masters,Manager/Director/VP,4.0,70000.0,Mixed
36.0,Female,Masters,Software/Developer,7.0,85000.0,Asian
30.0,Male,High School,HR/Human Resources,2.0,33000.0,Hispanic
43.0,Female,PhD,Manager/Director/VP,15.0,150000.0,Asian
34.0,Male,Bachelors,Software/Developer,3.0,50000.0,Chinese
25.0,Female,Masters,HR/Human Resources,1.0,32000.0,Hispanic
37.0,Male,PhD,Manager/Director/VP,11.0,115000.0,White
24.0,Female,Bachelors,Software/Developer,1.0,40000.0,Chinese
39.0,Male,Masters,HR/Human Resources,10.0,105000.0,Asian
31.0,Male,High School,HR/Human Resources,2.0,35000.0,White
44.0,Female,PhD,Manager/Director/VP,13.0,135000.0,White
28.0,Male,Bachelors,Software/Developer,4.0,65000.0,Asian
32.0,Female,Masters,Manager/Director/VP,6.0,80000.0,Asian
45.0,Male,PhD,Manager/Director/VP,14.0,140000.0,White
26.0,Female,Bachelors,Software/Developer,2.0,45000.0,Australian
38.0,Male,Masters,HR/Human Resources,8.0,95000.0,White
27.0,Female,High School,HR/Human Resources,1.0,32000.0,Chinese
33.0,Male,Bachelors,Software/Developer,5.0,70000.0,White
42.0,Female,Masters,Manager/Director/VP,12.0,120000.0,Korean
29.0,Male,Masters,Manager/Director/VP,4.0,70000.0,Black
36.0,Female,Masters,Software/Developer,7.0,85000.0,Asian
30.0,Male,High School,HR/Human Resources,2.0,33000.0,Asian
43.0,Female,PhD,Manager/Director/VP,15.0,150000.0,Mixed
34.0,Male,Bachelors,Software/Developer,3.0,50000.0,Australian
25.0,Female,Masters,HR/Human Resources,1.0,32000.0,Asian
37.0,Male,PhD,Manager/Director/VP,11.0,115000.0,Asian
32.0,Male,Bachelors,Software/Developer,2.0,45000.0,Korean
24.0,Female,High School,HR/Human Resources,1.0,32000.0,Korean
45.0,Male,PhD,Manager/Director/VP,12.0,120000.0,Black
29.0,Female,Masters,Software/Developer,4.0,65000.0,Chinese
38.0,Male,Bachelors,HR/Human Resources,8.0,95000.0,White
27.0,Female,Masters,Manager/Director/VP,5.0,80000.0,White
31.0,Female,High School,HR/Human Resources,3.0,38000.0,Mixed
42.0,Male,Masters,Software/Developer,10.0,110000.0,Mixed
26.0,Female,Bachelors,Software/Developer,2.0,45000.0,White
36.0,Male,Masters,HR/Human Resources,7.0,89000.0,White
28.0,Male,High School,HR/Human Resources,1.0,32000.0,White
33.0,Female,Bachelors,Software/Developer,5.0,70000.0,Australian
46.0,Male,PhD,Manager/Director/VP,15.0,150000.0,Welsh
25.0,Female,Bachelors,Software/Developer,1.0,40000.0,White
37.0,Female,Masters,Manager/Director/VP,9.0,105000.0,Korean
30.0,Male,Masters,Software/Developer,4.0,65000.0,White
43.0,Female,PhD,Manager/Director/VP,14.0,140000.0,White
34.0,Male,Bachelors,Software/Developer,3.0,50000.0,Asian
26.0,Female,High School,HR/Human Resources,2.0,35000.0,Mixed
41.0,Male,Masters,HR/Human Resources,11.0,115000.0,Asian
29.0,Female,Masters,Software/Developer,5.0,70000.0,White
35.0,Male,Bachelors,Software/Developer,6.0,80000.0,Australian
27.0,Female,High School,HR/Human Resources,1.0,30000.0,White
40.0,Male,PhD,Manager/Director/VP,13.0,135000.0,African American
23.0,Female,Bachelors,Software/Developer,1.0,40000.0,Asian
39.0,Male,Masters,HR/Human Resources,10.0,105000.0,Asian
31.0,Male,High School,HR/Human Resources,2.0,35000.0,White
44.0,Female,PhD,Manager/Director/VP,12.0,120000.0,White
28.0,Male,Masters,Software/Developer,3.0,55000.0,Asian
32.0,Female,Bachelors,Software/Developer,2.0,45000.0,African American
45.0,Male,Masters,Manager/Director/VP,14.0,140000.0,Asian
26.0,Female,Bachelors,Software/Developer,3.0,55000.0,White
38.0,Male,PhD,Manager/Director/VP,11.0,115000.0,Chinese
27.0,Female,Masters,HR/Human Resources,4.0,70000.0,Hispanic
33.0,Male,High School,HR/Human Resources,3.0,38000.0,Korean
42.0,Female,Masters,Manager/Director/VP,13.0,135000.0,Asian
29.0,Male,Bachelors,Software/Developer,2.0,45000.0,White
36.0,Female,Masters,Software/Developer,7.0,85000.0,White
30.0,Male,High School,HR/Human Resources,1.0,32000.0,Korean
43.0,Female,PhD,Manager/Director/VP,15.0,150000.0,Asian
34.0,Male,Bachelors,Software/Developer,4.0,65000.0,White
25.0,Female,Masters,HR/Human Resources,1.0,32000.0,Asian
37.0,Male,PhD,Manager/Director/VP,12.0,120000.0,White
24.0,Female,Bachelors,Software/Developer,1.0,40000.0,Welsh
39.0,Male,Masters,HR/Human Resources,9.0,95000.0,White
31.0,Male,High School,HR/Human Resources,2.0,35000.0,Black
44.0,Female,PhD,Manager/Director/VP,14.0,140000.0,Asian
28.0,Male,Bachelors,Software/Developer,3.0,55000.0,Welsh
32.0,Female,Masters,Manager/Director/VP,6.0,80000.0,Asian
45.0,Male,PhD,Manager/Director/VP,13.0,135000.0,Korean
26.0,Female,Bachelors,Software/Developer,2.0,45000.0,White
38.0,Male,Masters,HR/Human Resources,8.0,95000.0,Asian
27.0,Female,High School,HR/Human Resources,1.0,32000.0,Mixed
33.0,Male,Bachelors,Software/Developer,5.0,70000.0,White
42.0,Female,Masters,Manager/Director/VP,12.0,120000.0,African American
29.0,Male,Masters,Manager/Director/VP,4.0,70000.0,White
36.0,Female,Masters,Software/Developer,7.0,85000.0,Chinese
30.0,Male,High School,HR/Human Resources,2.0,33000.0,Mixed
43.0,Female,PhD,Manager/Director/VP,15.0,150000.0,African American
34.0,Male,Bachelors,Software/Developer,3.0,50000.0,Chinese
25.0,Female,Masters,HR/Human Resources,1.0,32000.0,Hispanic
37.0,Male,PhD,Manager/Director/VP,11.0,115000.0,White
24.0,Female,Bachelors,Software/Developer,1.0,40000.0,Chinese
39.0,Male,Masters,HR/Human Resources,10.0,105000.0,Asian
31.0,Male,High School,HR/Human Resources,2.0,35000.0,White
44.0,Female,PhD,Manager/Director/VP,13.0,135000.0,African American
28.0,Male,Bachelors,Software/Developer,4.0,65000.0,Black
32.0,Female,Masters,Manager/Director/VP,6.0,80000.0,Asian
45.0,Male,PhD,Manager/Director/VP,14.0,140000.0,Australian
26.0,Female,Bachelors,Software/Developer,2.0,45000.0,White
38.0,Male,Masters,HR/Human Resources,8.0,95000.0,White
27.0,Female,High School,HR/Human Resources,1.0,32000.0,White
33.0,Male,Bachelors,Software/Developer,5.0,70000.0,White
42.0,Female,Masters,Manager/Director/VP,12.0,120000.0,Black
29.0,Male,Masters,Manager/Director/VP,4.0,70000.0,Mixed
36.0,Female,Masters,Software/Developer,7.0,85000.0,Asian
30.0,Male,High School,HR/Human Resources,2.0,33000.0,Australian
43.0,Female,PhD,Manager/Director/VP,15.0,150000.0,Asian
34.0,Male,Bachelors,Software/Developer,3.0,50000.0,Australian
25.0,Female,Masters,HR/Human Resources,1.0,32000.0,White
37.0,Male,PhD,Manager/Director/VP,11.0,115000.0,White
24.0,Female,Bachelors,Software/Developer,1.0,40000.0,Black
39.0,Male,Masters,HR/Human Resources,10.0,105000.0,Asian
31.0,Male,High School,HR/Human Resources,2.0,35000.0,White
44.0,Female,PhD,Manager/Director/VP,13.0,135000.0,Korean
28.0,Male,Bachelors,Software/Developer,4.0,65000.0,Hispanic
32.0,Female,Masters,Manager/Director/VP,6.0,80000.0,White
45.0,Male,PhD,Manager/Director/VP,14.0,140000.0,Chinese
26.0,Female,Bachelors,Software/Developer,2.0,45000.0,Asian
38.0,Male,Masters,HR/Human Resources,8.0,95000.0,Welsh
27.0,Female,High School,HR/Human Resources,1.0,32000.0,Asian
33.0,Male,Bachelors,Software/Developer,5.0,70000.0,Asian
42.0,Female,Masters,Manager/Director/VP,12.0,120000.0,African American
29.0,Male,Masters,Manager/Director/VP,4.0,70000.0,White
36.0,Female,Masters,Software/Developer,7.0,85000.0,Asian
30.0,Male,High School,HR/Human Resources,2.0,33000.0,Asian
43.0,Female,PhD,Manager/Director/VP,15.0,150000.0,White
34.0,Male,Bachelors,Software/Developer,3.0,50000.0,Welsh
25.0,Female,Masters,HR/Human Resources,1.0,32000.0,Asian
37.0,Male,PhD,Manager/Director/VP,11.0,115000.0,White
24.0,Female,Bachelors,Software/Developer,1.0,40000.0,White
39.0,Male,Masters,HR/Human Resources,10.0,105000.0,White
31.0,Male,High School,HR/Human Resources,2.0,35000.0,Chinese
44.0,Female,PhD,Manager/Director/VP,13.0,135000.0,Asian
28.0,Male,Bachelors,Software/Developer,4.0,65000.0,White
32.0,Female,Masters,Manager/Director/VP,6.0,80000.0,Asian
45.0,Male,PhD,Manager/Director/VP,14.0,140000.0,White
26.0,Female,Bachelors,Software/Developer,2.0,45000.0,Welsh
38.0,Male,Masters,HR/Human Resources,8.0,95000.0,Australian
27.0,Female,High School,HR/Human Resources,1.0,32000.0,Mixed
33.0,Male,Bachelors,Software/Developer,5.0,70000.0,White
42.0,Female,Masters,Manager/Director/VP,12.0,120000.0,Chinese
29.0,Male,Masters,Manager/Director/VP,4.0,70000.0,Hispanic
36.0,Female,Masters,Software/Developer,7.0,85000.0,White
30.0,Male,High School,HR/Human Resources,2.0,33000.0,Asian
43.0,Female,PhD,Manager/Director/VP,15.0,150000.0,Hispanic
34.0,Male,Bachelors,Software/Developer,3.0,50000.0,Mixed
25.0,Female,Masters,HR/Human Resources,1.0,32000.0,White
37.0,Male,PhD,Manager/Director/VP,11.0,115000.0,White
